itemID,itemType,itemMarketName,medianPrice
68169243,Music Kit,"StatTrak™ Music Kit | Daniel Sadowski, Crimson Assault",6.81
68166238,Music Kit,"StatTrak™ Music Kit | Noisia, Sharpened",8.23
68166239,Music Kit,"StatTrak™ Music Kit | Ian Hultquist, Lion's Mouth",7.45
68166257,Music Kit,"Music Kit | Ian Hultquist, Lion's Mouth",4.11
68169230,Music Kit,"StatTrak™ Music Kit | Various Artists, Hotline Miami",7.43
68169233,Music Kit,"StatTrak™ Music Kit | Austin Wintory, Desert Fire",7.74
68169234,Music Kit,"StatTrak™ Music Kit | Damjan Mravunac, The Talos Principle",7.59
68169235,Music Kit,"StatTrak™ Music Kit | Skog, II-Headshot",6.53
68169239,Music Kit,"StatTrak™ Music Kit | Proxy, Battlepack",7.21
175854296,Music Kit,"StatTrak™ Music Kit | Beartooth, Aggressive",1.02
68169231,Music Kit,"Music Kit | Daniel Sadowski, The 8-Bit Kit",4.6
68169241,Music Kit,"Music Kit | Beartooth, Disgusting",4.59
68169244,Music Kit,"StatTrak™ Music Kit | Daniel Sadowski, The 8-Bit Kit",7.82
68169245,Music Kit,"Music Kit | New Beat Fund, Sponge Fingerz",4.11
68169247,Music Kit,"StatTrak™ Music Kit | Sasha, LNOE",7.71
68169254,Music Kit,"Music Kit | Lennie Moore, Java Havana Funkaloo",4.69
68166240,Music Kit,"Music Kit | Darude, Moments CSGO",4.53
68169240,Music Kit,"StatTrak™ Music Kit | AWOLNATION, I Am",8.12
68166246,Music Kit,"Music Kit | Proxy, Battlepack",4.11
68166248,Music Kit,"StatTrak™ Music Kit | Troels Folmann, Uber Blasto Phone",7.37
68166252,Music Kit,"StatTrak™ Music Kit | Feed Me, High Noon",7.63
68166254,Music Kit,"StatTrak™ Music Kit | Lennie Moore, Java Havana Funkaloo",7.95
33110652,Music Kit,"Music Kit | Damjan Mravunac, The Talos Principle",4.42
32300641,Music Kit,"Music Kit | Various Artists, Hotline Miami",4.67
32302621,Music Kit,"Music Kit | Mateo Messina, For No Mankind",3.88
32302632,Music Kit,"Music Kit | Matt Lange, IsoRhythm",4.08
68166244,Music Kit,"StatTrak™ Music Kit | Darude, Moments CSGO",7.58
68166245,Music Kit,"StatTrak™ Music Kit | Beartooth, Disgusting",7.89
27150124,Music Kit,"Music Kit | Midnight Riders, All I Want for Christmas",4.47
175854278,Music Kit,"StatTrak™ Music Kit | Blitz Kids, The Good Youth",21.07
68166251,Music Kit,"StatTrak™ Music Kit | Kelly Bailey, Hazardous Environments",8.21
21431372,Music Kit,"Music Kit | Austin Wintory, Desert Fire",4.51
68169248,Music Kit,"Music Kit | Michael Bross, Invasion!",4.36
68169250,Music Kit,"StatTrak™ Music Kit | Skog, Metal",8.21
68169236,Music Kit,"StatTrak™ Music Kit | Dren, Death's Head Demolition",6.41
68172011,Music Kit,"StatTrak™ Music Kit | Mateo Messina, For No Mankind",6.72
174881610,Music Kit,"StatTrak™ Music Kit | Midnight Riders, All I Want for Christmas",8.07
175856709,Music Kit,"StatTrak™ Music Kit | Sean Murray, A*D*8",5.43
68166250,Music Kit,"Music Kit | Ki:Theory, MOLOTOV",4.26
68166235,Music Kit,"StatTrak™ Music Kit | Daniel Sadowski, Total Domination",7.08
68166253,Music Kit,"Music Kit | Troels Folmann, Uber Blasto Phone",4.47
68169251,Music Kit,"StatTrak™ Music Kit | Michael Bross, Invasion!",7.13
68169229,Music Kit,"StatTrak™ Music Kit | Matt Lange, IsoRhythm",8.17
175853445,Music Kit,"StatTrak™ Music Kit | Robert Allaire, Insurgency",7.98
176045188,Music Kit,"StatTrak™ Music Kit | The Verkkars, EZ4ENCE",8.16
176045194,Music Kit,"Music Kit | The Verkkars, EZ4ENCE",5.0
